departure_airport_id,departure_airport,departure_terminal,departure_gate,departure_delay,,,,,,arrival_airport_id,arrival_airport,,,,,,,,,,Country
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
50,Dubai,3,B23,20,,,,,,1,Los Angeles International,,,,,,,,,,United Arab Emirates
35,Internacional Benito Juarez,NULL,NULL,21,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,C6,17,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,C6,17,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,C6,17,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,C6,17,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
195,Lester B. Pearson International,1,F67,11,,,,,,1,Los Angeles International,,,,,,,,,,Canada
195,Lester B. Pearson International,1,F67,11,,,,,,1,Los Angeles International,,,,,,,,,,Canada
35,Internacional Benito Juarez,NULL,NULL,28,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
252,Christchurch International,NULL,I28,30,,,,,,1,Los Angeles International,,,,,,,,,,New Zealand
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
238,Shenzhen,T3,E,37,,,,,,1,Los Angeles International,,,,,,,,,,China
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,NULL,22,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
6,Schiphol,2,F3,11,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,F3,11,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,F3,11,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
196,Frankfurt International Airport,1,Z66,27,,,,,,1,Los Angeles International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,Z66,27,,,,,,1,Los Angeles International,,,,,,,,,,Germany
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,NULL,40,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
35,Internacional Benito Juarez,NULL,NULL,22,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,57A,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,57A,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,57A,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,3A,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
61,Cancún International,4,61,18,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
61,Cancún International,3,C24,22,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
61,Cancún International,3,C24,22,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
61,Cancún International,3,C24,22,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
15,Del Bajío International,NULL,NULL,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,2A,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,2A,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,2A,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,11,12,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,35,1,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,35,1,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,35,1,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
54,Don Miguel Hidalgo y Costilla International,1,B12,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
228,Singapore Changi,3,A15,4,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
228,Singapore Changi,3,A15,4,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
49,Narita International Airport,NULL,NULL,10,,,,,,1,Los Angeles International,,,,,,,,,,Japan
245,Xiamen,3,E,2,,,,,,1,Los Angeles International,,,,,,,,,,China
230,Kingsford Smith,NULL,53,13,,,,,,1,Los Angeles International,,,,,,,,,,Australia
19,Haneda Airport,3,110,19,,,,,,1,Los Angeles International,,,,,,,,,,Japan
167,Juan Santamaría International,M,20,10,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
48,Beijing Capital International,2,"B,C",79,,,,,,1,Los Angeles International,,,,,,,,,,China
207,El Salvador International,NULL,G13,14,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,G13,14,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
35,Internacional Benito Juarez,2,55A,9,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
220,Shanghai Pudong International,NULL,NULL,13,,,,,,1,Los Angeles International,,,,,,,,,,China
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
195,Lester B. Pearson International,1,F67,36,,,,,,1,Los Angeles International,,,,,,,,,,Canada
195,Lester B. Pearson International,1,F67,36,,,,,,1,Los Angeles International,,,,,,,,,,Canada
241,Gen Rafael Buelna,A,2,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
56,Tocumen International,2,203,12,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,203,12,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,203,12,,,,,,1,Los Angeles International,,,,,,,,,,Panama
213,Manzanillo,NULL,HG,9,,,,,,1,Los Angeles International,,,,,,,,,,Cuba
22,Los Cabos,2,5,9,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
167,Juan Santamaría International,M,11,17,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
22,Los Cabos,2,1B,7,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
54,Don Miguel Hidalgo y Costilla International,1,B11,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,B11,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,B11,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,30,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,30,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,30,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
19,Haneda Airport,3,111,15,,,,,,1,Los Angeles International,,,,,,,,,,Japan
19,Haneda Airport,3,111,15,,,,,,1,Los Angeles International,,,,,,,,,,Japan
230,Kingsford Smith,1,60,10,,,,,,1,Los Angeles International,,,,,,,,,,Australia
230,Kingsford Smith,1,36,17,,,,,,1,Los Angeles International,,,,,,,,,,Australia
61,Cancún International,2,A4,13,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
22,Los Cabos,2,5,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,5,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,14,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,14,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,14,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,3A,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,NULL,NULL,23,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
218,Taiwan Taoyuan International (Chiang Kai Shek International),NULL,D4,4,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
6,Schiphol,2,F5,21,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,F5,21,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,F5,21,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
5,Auckland International,I,6,38,,,,,,1,Los Angeles International,,,,,,,,,,New Zealand
147,Charles De Gaulle,2E,L22,18,,,,,,1,Los Angeles International,,,,,,,,,,France
147,Charles De Gaulle,2E,L22,18,,,,,,1,Los Angeles International,,,,,,,,,,France
147,Charles De Gaulle,2E,L22,18,,,,,,1,Los Angeles International,,,,,,,,,,France
147,Charles De Gaulle,2E,L22,18,,,,,,1,Los Angeles International,,,,,,,,,,France
6,Schiphol,2,F8,4,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,F8,4,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
35,Internacional Benito Juarez,NULL,NULL,26,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
220,Shanghai Pudong International,1,NULL,33,,,,,,1,Los Angeles International,,,,,,,,,,China
207,El Salvador International,NULL,G13,3,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,G13,3,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
35,Internacional Benito Juarez,NULL,NULL,2,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
81,Seoul (Incheon),NULL,NULL,17,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
228,Singapore Changi,3,A13,7,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
228,Singapore Changi,3,A13,7,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
6,Schiphol,2,F8,4,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
19,Haneda Airport,3,110,11,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,1S,58B,17,,,,,,1,Los Angeles International,,,,,,,,,,Japan
196,Frankfurt International Airport,1,Z62,19,,,,,,1,Los Angeles International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,Z62,19,,,,,,1,Los Angeles International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,Z62,19,,,,,,1,Los Angeles International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,Z62,19,,,,,,1,Los Angeles International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,Z62,19,,,,,,1,Los Angeles International,,,,,,,,,,Germany
220,Shanghai Pudong International,1,NULL,4,,,,,,1,Los Angeles International,,,,,,,,,,China
262,Liege Airport,NULL,NULL,51,,,,,,1,Los Angeles International,,,,,,,,,,Belgium
19,Haneda Airport,NULL,NULL,8,,,,,,1,Los Angeles International,,,,,,,,,,Japan
48,Beijing Capital International,2,"B,C",76,,,,,,1,Los Angeles International,,,,,,,,,,China
81,Seoul (Incheon),1,22,96,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,22,96,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,22,96,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,22,96,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,22,96,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
35,Internacional Benito Juarez,2,61,22,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,61,22,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,61,22,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,61,22,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
228,Singapore Changi,3,3,7,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
228,Singapore Changi,3,3,7,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
54,Don Miguel Hidalgo y Costilla International,1,B12,4,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
6,Schiphol,2,E7,10,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
147,Charles De Gaulle,2E,E04,24,,,,,,1,Los Angeles International,,,,,,,,,,France
81,Seoul (Incheon),NULL,NULL,122,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
22,Los Cabos,2,11,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
230,Kingsford Smith,1,51,25,,,,,,1,Los Angeles International,,,,,,,,,,Australia
35,Internacional Benito Juarez,NULL,NULL,68,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
218,Taiwan Taoyuan International (Chiang Kai Shek International),NULL,NULL,17,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
207,El Salvador International,NULL,G13,6,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,G13,6,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
179,Jorge Chavez International,NULL,NULL,53,,,,,,1,Los Angeles International,,,,,,,,,,Peru
228,Singapore Changi,3,A12,5,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
228,Singapore Changi,3,A12,5,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
208,Daniel Oduber International,NULL,3,10,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
22,Los Cabos,2,4A,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,4A,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,4A,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,53,33,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,53,33,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,53,33,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,53,33,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
230,Kingsford Smith,1,54,12,,,,,,1,Los Angeles International,,,,,,,,,,Australia
209,Findel,NULL,NULL,17,,,,,,1,Los Angeles International,,,,,,,,,,Luxembourg
220,Shanghai Pudong International,NULL,NULL,10,,,,,,1,Los Angeles International,,,,,,,,,,China
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
54,Don Miguel Hidalgo y Costilla International,1,B11,3,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,B11,3,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
228,Singapore Changi,3,A12,12,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
228,Singapore Changi,3,A12,12,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
35,Internacional Benito Juarez,NULL,NULL,54,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,3A,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,3A,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,3A,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
207,El Salvador International,NULL,NULL,6,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,6,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,6,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,9,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,G13,6,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,G13,6,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
206,La Aurora,NULL,G4,4,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,4,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,4,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
35,Internacional Benito Juarez,2,54,30,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,30,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,30,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
259,Sheremetyevo International,D,28,32,,,,,,1,Los Angeles International,,,,,,,,,,Russia
167,Juan Santamaría International,M,3,6,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
81,Seoul (Incheon),1,NULL,840,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
49,Narita International Airport,NULL,NULL,39,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,NULL,NULL,10,,,,,,1,Los Angeles International,,,,,,,,,,Japan
230,Kingsford Smith,NULL,NULL,6,,,,,,1,Los Angeles International,,,,,,,,,,Australia
230,Kingsford Smith,1,54,10,,,,,,1,Los Angeles International,,,,,,,,,,Australia
19,Haneda Airport,3,111,22,,,,,,1,Los Angeles International,,,,,,,,,,Japan
19,Haneda Airport,3,111,22,,,,,,1,Los Angeles International,,,,,,,,,,Japan
19,Haneda Airport,3,111,22,,,,,,1,Los Angeles International,,,,,,,,,,Japan
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,2,68,23,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,68,23,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,68,23,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,56,21,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
61,Cancún International,3,C8,14,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
61,Cancún International,3,C8,14,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,12,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,12,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,12,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
56,Tocumen International,2,201,12,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,201,12,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,201,12,,,,,,1,Los Angeles International,,,,,,,,,,Panama
22,Los Cabos,2,2A,15,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,2A,15,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,13,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,2A,15,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,56,21,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,56,21,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,35,9,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,35,9,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,35,9,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
5,Auckland International,I,8,10,,,,,,1,Los Angeles International,,,,,,,,,,New Zealand
6,Schiphol,2,F5,72,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,F5,72,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,F5,72,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
256,Nadi International,NULL,NULL,4,,,,,,1,Los Angeles International,,,,,,,,,,Fiji
54,Don Miguel Hidalgo y Costilla International,NULL,NULL,29,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
50,Dubai,3,B15,15,,,,,,1,Los Angeles International,,,,,,,,,,United Arab Emirates
194,Doha International,NULL,C11,19,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
54,Don Miguel Hidalgo y Costilla International,1,B12,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,B12,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,B12,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
207,El Salvador International,NULL,G13,8,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
206,La Aurora,NULL,G4,3,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,3,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
208,Daniel Oduber International,NULL,2,3,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
167,Juan Santamaría International,M,5,10,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
81,Seoul (Incheon),NULL,NULL,18,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),NULL,NULL,23,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
22,Los Cabos,2,1A,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,NULL,NULL,43,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
49,Narita International Airport,2,81,41,,,,,,1,Los Angeles International,,,,,,,,,,Japan
179,Jorge Chavez International,NULL,NULL,41,,,,,,1,Los Angeles International,,,,,,,,,,Peru
81,Seoul (Incheon),1,6,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
35,Internacional Benito Juarez,2,66,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,66,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,66,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,66,20,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,NULL,NULL,49,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
48,Beijing Capital International,3,H28,13,,,,,,1,Los Angeles International,,,,,,,,,,China
49,Narita International Airport,NULL,NULL,21,,,,,,1,Los Angeles International,,,,,,,,,,Japan
81,Seoul (Incheon),2,253,7,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,253,7,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,253,7,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,253,7,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
194,Doha International,NULL,C3,29,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
194,Doha International,NULL,C3,29,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
215,Ninoy Aquino International,NULL,NULL,14,,,,,,1,Los Angeles International,,,,,,,,,,Phillipines
22,Los Cabos,2,4A,13,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
231,Internacional,A,1,10,,,,,,1,Los Angeles International,,,,,,,,,,
194,Doha International,NULL,C4,25,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
207,El Salvador International,NULL,NULL,4,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,4,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,4,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,10,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
35,Internacional Benito Juarez,2,56,17,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,29,29,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
254,Francisco J. Múgica Internacional,1,3,13,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
254,Francisco J. Múgica Internacional,1,3,13,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,55,18,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,55,18,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,22,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
207,El Salvador International,NULL,NULL,4,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
6,Schiphol,2,E18,11,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
54,Don Miguel Hidalgo y Costilla International,1,D33,NULL,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,D33,NULL,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
81,Seoul (Incheon),2,253,9,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,253,9,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,253,9,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
6,Schiphol,2,D4,9,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,D4,9,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
