departure_airport_id,departure_airport,departure_terminal,departure_gate,departure_delay,,,,,,arrival_airport_id,arrival_airport,,,,,,,,,,Country
88,James Cox Dayton International,NULL,B12,17,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,17,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,17,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,17,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
56,Tocumen International,1,112,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Panama
56,Tocumen International,1,112,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Panama
56,Tocumen International,1,112,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Panama
56,Tocumen International,1,112,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Panama
195,Lester B. Pearson International,3,A12,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
178,Aeroporto Internacional Guarulhos,3,327,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Brazil
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
198,International,NULL,C2,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C2,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C2,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C2,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
35,Internacional Benito Juarez,2,56,22,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
136,Sharjah International Airport,NULL,9,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
81,Seoul (Incheon),2,249,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,249,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
183,Mariscal Sucre,NULL,A12,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Ecuador
198,International,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
94,Luis Munoz Marin International,B,B11,1,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,1,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
35,Internacional Benito Juarez,2,62,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
191,Ontario International,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
84,Sangster International,NULL,16,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Jamaica
81,Seoul (Incheon),2,267,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
106,Arturo Merino Benitez,NULL,C6,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
106,Arturo Merino Benitez,NULL,C6,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
168,Aeropuerto de las Américas,NULL,A6,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Dominican Republic
168,Aeropuerto de las Américas,NULL,A6,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Dominican Republic
205,Philip S. W. Goldson International,NULL,GT4,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Belize
94,Luis Munoz Marin International,B,B11,23,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,23,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,23,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
206,La Aurora,NULL,G4,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Guatemala
35,Internacional Benito Juarez,2,55,21,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,55,21,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,55,21,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
272,L. F. Wade International,NULL,OPS,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bermuda
272,L. F. Wade International,NULL,OPS,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bermuda
272,L. F. Wade International,NULL,OPS,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bermuda
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
147,Charles De Gaulle,2E,K43,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K43,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K43,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K43,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
198,International,NULL,C4,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
61,Cancún International,3,C08,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C08,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
81,Seoul (Incheon),2,248,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,248,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
198,International,NULL,C1,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C1,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C1,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
6,Schiphol,2,D2,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
81,Seoul (Incheon),2,246,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,246,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
191,Ontario International,2,209,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
88,James Cox Dayton International,NULL,B14,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B14,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B14,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B14,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B14,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B14,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
61,Cancún International,3,C15,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
134,Municipal,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
94,Luis Munoz Marin International,B,B10,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B10,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B10,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
198,International,NULL,C3,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
106,Arturo Merino Benitez,NULL,C4,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
195,Lester B. Pearson International,NULL,NULL,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
81,Seoul (Incheon),2,267,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,267,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
136,Sharjah International Airport,NULL,9,22,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,22,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,22,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,22,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,22,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
198,International,NULL,C3,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
61,Cancún International,3,C08,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C08,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
147,Charles De Gaulle,2E,L22,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
187,Sheffield,NULL,NULL,20,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,England
136,Sharjah International Airport,NULL,9,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
106,Arturo Merino Benitez,NULL,17,61,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
106,Arturo Merino Benitez,NULL,17,61,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
35,Internacional Benito Juarez,2,52,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
179,Jorge Chavez International,NULL,23,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
179,Jorge Chavez International,NULL,23,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
183,Mariscal Sucre,NULL,A6,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Ecuador
183,Mariscal Sucre,NULL,A6,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Ecuador
218,Taiwan Taoyuan International (Chiang Kai Shek International),NULL,NULL,251,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Taiwan
19,Haneda Airport,3,113,57,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Japan
198,International,NULL,C3,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
147,Charles De Gaulle,2E,E04,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
35,Internacional Benito Juarez,2,52,27,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,27,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,27,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C21,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
88,James Cox Dayton International,NULL,B12,46,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,46,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,46,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,46,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
6,Schiphol,2,D3,96,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,2,D3,96,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,2,D3,96,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,2,D3,96,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,2,D2,21,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
147,Charles De Gaulle,2E,K41,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
81,Seoul (Incheon),2,248,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
179,Jorge Chavez International,NULL,23,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
179,Jorge Chavez International,NULL,23,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
183,Mariscal Sucre,NULL,A11,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Ecuador
183,Mariscal Sucre,NULL,A11,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Ecuador
195,Lester B. Pearson International,3,A10,37,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A10,37,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A10,37,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A10,37,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A10,37,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
94,Luis Munoz Marin International,B,B11,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
198,International,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
185,El Nuevo Dorado International,1,37,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Colombia
35,Internacional Benito Juarez,2,62,25,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
106,Arturo Merino Benitez,NULL,C4,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
106,Arturo Merino Benitez,NULL,C4,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
35,Internacional Benito Juarez,2,62,25,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
178,Aeroporto Internacional Guarulhos,3,F,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Brazil
147,Charles De Gaulle,2E,K41,37,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
6,Schiphol,2,D49,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
134,Municipal,NULL,NULL,48,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,48,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,48,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,48,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
178,Aeroporto Internacional Guarulhos,3,327,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Brazil
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
198,International,NULL,C4,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
164,Hewanorra,NULL,5,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
164,Hewanorra,NULL,5,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
164,Hewanorra,NULL,5,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
164,Hewanorra,NULL,5,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
164,Hewanorra,NULL,5,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
106,Arturo Merino Benitez,NULL,C9,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
106,Arturo Merino Benitez,NULL,C9,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Chile
35,Internacional Benito Juarez,2,61,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
178,Aeroporto Internacional Guarulhos,3,326,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Brazil
94,Luis Munoz Marin International,B,B10,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B10,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B10,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
150,Nassau International,A,C45,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
